k,numerator,denominator,decimal
538,1726535129446499268943651624605024131141577634100792168805426763315537589147401755755210136991678109249,36695977855841144185773134324833391052745039826692497979801421430190766017415756929120296849762010984873984,0.000047049710359
539,-187619982653285301661446189658828214444278098112960958228479834320919764241021132802075560919113517407174126628150143714703999380332470942615612525835481880036716817531302234847363414842903555945686486623310534356629063805148535692504239303432528709486516887976297251650567575532330597556303310177223833804396111607284071,809609013229242473409981386875669228198226599056568473427605432109721358271981387567841534805748497980748311457267247645559234949543173907468053599762954039686069697106265445457867630968372865364959070713890980274248029933698770794472413422596638225363240226049435078209333658460922010128745310034584025053230830964373979136,-0.000231741469756
540,-1178881645691807904672447935228909460275111,5708990770823839524233143877797980545530986496,-0.000206495629966
541,-1219798427515727681618923439197403461884774791550296872322847586527555165456320604579143987069098243327360641007017075902222131526486377680607292657639213556846737831775241409627346345363674456270869041883084839898339947666646274644146388639897018103430006677459876738570255600540272105722924616062958079581219328326575693,6476872105833939787279851095005353825585812792452547787420843456877770866175851100542732278445987983845986491658137981164473879596345391259744428798103632317488557576850123563662941047746982922919672565711127842193984239469590166355779307380773105802905921808395480625674669267687376081029962480276672200425846647714991833088,-0.000188331405590
542,232051592402187699658275005681906356890339592237903583474168750617954732715157444597261434706540378069223,587135645693458306972370149197334256843920637227079967676822742883052256278652110865924749596192175757983744,0.000395226544503
543,-40757737296888920690797777315077702884448980848044131293049871084611732949607348834280145962657077287048251033633366249684744699164097693461016755128852454326485058201157258017271670715476980352498649026867514636741832307926291013331902234154386088963320472493709409946661089528929952515206103907580771060560828852877060423,829039629546744292771820940160685289674984037433926116789867962480354670870508940869469731641086461932286270932241661589052656588332210081247286886157264936638535369836815816148856454111613814133718088411024363800829982652107541293539751344738957542771957991474621520086357666263984138371835197475414041654508370907518954635264,-0.000049162592287
544,0,1,0.000000000000000
545,746985696239954577200873962161733087221046251814619846776544739208176713359912577664715049199927689701814782558637652362351248717729745837596387598656223915060542557453594073964696713876916700845969012989560506051283488944741248715329954538271701544613633831487034711173075868866084664473322398775020282383002543300272036617,6632317036373954342174567521285482317399872299471408934318943699842837366964071526955757853128691695458290167457933292712421252706657680649978295089258119493108282958694526529190851632892910513069744707288194910406639861216860330348318010757911660342175663931796972160690861330111873106974681579803312333236066967260151637082112,0.000112628164809
546,-430912636681925379213352229542099799206870558998812014831023817262640317185727731939609586762952827846837,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976,-0.000183480870154
547,12981922793720102407176181471771246082193641788823348237105473213695920297243666718046771066542709907356238054200445435652369587604619516743871817553815031882322087713621606831914701433527417112453330301766921150599942570659724311104108458103031515222829589586646206001959304188922372368040637369825811189293749146766209903215,106117072581983269474793080340567717078397956791542542949103099197485397871425144431292125650059067127332642679326932683398740043306522890399652721428129911889732527339112424467053626126286568209115915316611118566506237779469765285573088172126586565474810622908751554571053781281789969711594905276852997331777071476162426193313792,0.000122335854899
548,-2853705201014819521493399900617399388263523,22835963083295358096932575511191922182123945984,-0.000124965397369
549,285399447723415698648275169401528148804391489054508248040951586695310726160391729147584108284117283059271949788063912295880694306548514731651120724158006485391289544135428745291288777798183639701098706660157814215604296741659023351071287145187396388133359238803229709205322947535527418165690402785902463722071508978284187191841,848936580655866155798344642724541736627183654332340343592824793579883182971401155450337005200472537018661141434615461467189920346452183123197221771425039295117860218712899395736429009010292545672927322532888948532049902235758122284584705377012692523798484983270012436568430250254319757692759242214823978654216571809299409546510336,0.000336184650569
550,442106622371321156702700984585281430066488382040437484950090218624479946540512117286920968705758297056945,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976,0.000188247224306
551,-929837405986113181119123265279658759071595213712144027617916855630611783543221041354822924256958776690278720417276498298980650416684853132990503739208198028222901893313932484254585366283450700998298909199414933957144193232813897089770466293597837923711067834376960673047429149782420434844121230536143762109087291114606170290769,27165970580987716985547028567185335572069876938634890994970393394556261855084836974410784166415121184597156525907694766950077451086469859942311096685601257443771526998812780663565728288329361461533674321052446353025596871544259913106710572064406160761551519464640397970189768008138232246168295750874367316934930297897581105488330752,-0.000034228020796
552,16881874859223033,295147905179352825856,0.000057198016869
553,-41297831610868882252883187191426514077240291126424092643492257847198517083337404712806324520538514842535268809328554669366233364955636251892301454218625038560382820906112232882069995321470333077062106550409014638779922154144054297293281485273043021300853206525932330232844097836328510341063517460398765051693953894657715855852293,217327764647901735884376228537482684576559015509079127959763147156450094840678695795286273331320969476777252207261558135600619608691758879538488773484810059550172215990502245308525826306634891692269394568419570824204774972354079304853684576515249286092412155717123183761518144065105857969346366006994938535479442383180648843906646016,-0.000190025566580
554,-50313075574425858349498150859170241737441400322871734685894348684970694285822225686839810488168892509996901,150306725297525326584926758194517569752043683130132471725266622178061377607334940381676735896625196994043838464,-0.000334736023786
555,-1353282671390419851388325784413328757067011942305413653717458415467737887053703519420814409769454980159860849342383599285799130359507260806685469608973827637424579537475443497164842460797095286124166770606643662834816058317724410018504455354467035135638298636944395171082852718729070259789540357123451473269543127188266590714644777,3477244234366427774150019656599722953224944248145266047356210354503201517450859132724580373301135511628436035316184930169609913739068142072615820375756960952802755455848035924936413220906158267076310313094713133187276399557665268877658953224243988577478594491473970940184290305041693727509541856111919016567671078130890381502506336256,-0.000389182519311
556,8738396821888813603415237773578868407461247,22835963083295358096932575511191922182123945984,0.000382659438974
557,5595485667352692047105396653497159523226456672912606282612179415773802385609370242162934450032456467383371931314962596674362488139399496417743099154337348535955794394438939328808803523374073374362867881826105347746126632516367894421817209734944886919809480533390040725428095022800035138689003671551184360759357439651315418721771573,27817953874931422193200157252797783625799553985162128378849682836025612139606873061796642986409084093027488282529479441356879309912545136580926563006055687622422043646784287399491305767249266136610482504757705065498211196461322151021271625793951908619828755931791767521474322440333549820076334848895352132541368625047123052020050690048,0.000201146557813
558,-76706592792983578539229010532869033896019805384105381821909546662965200457802507640763268696134540085993273,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856,-0.000127583434210
559,-108972113062708605181059079241758071382817971952960082005114291372036294503916501406095427102541465289060920362809392011160748929837391763461034232348127860369677056047562372155325446256149702853386881853328799133832680084764838451338752063170728519945269066254466699291035949353144567890340757151288417928990033572945146759602852907,1780349047995611020364810064179058152051171455050376216246379701505639176934839875954985151130181381953759250081886684246840275834402888741179300032387564007835010793394194393567443569103953032743070880304493124191885516573524617665361384050812922151669040379634673121374356636181347188484885430329302536482647592003015875329283244163072,-0.000061208285637
560,-14923113,68719476736,-0.000217159875319
561,-1323369405315074774906807590316118162255774836508215804421569307479607917072973063717067285500020739155699234977014324761977943370006714126953286921880102190856138428565308836946575083019877325288925012650031101972764683388652717516094649858974315152471335786319204451224186246877406850502998175451141668242512811812865963266829745875,14242792383964888162918480513432465216409371640403009729971037612045113415478719007639881209041451055630074000655093473974722206675223109929434400259100512062680086347153555148539548552831624261944567042435944993535084132588196941322891072406503377213352323037077384970994853089450777507879083442634420291861180736024127002634265953304576,-0.000092915024641
562,-23463144178554777434145341327592445189478544912502549200807619647581981422692080180849979221426478671508599,1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712,-0.000019512719850
563,24056451522166974927263341719137714126365702483960747327216198525423417538947343579901358906827225838519976993350846461623904536490024071989919285291068794812380526203710502684617733506848919937560800716747902518628203598896024901077906385063306260581969136039477363258521701279113371485608896169652607178152452778207760399853933057855,227884678143438210606695688214919443462549946246448155679536601792721814647659504122238099344663216890081184010481495583595555306803569758870950404145608193002881381554456882376632776845305988191113072678975119896561346121411151061166257158504054035413637168593238159535917649431212440126065335082150724669778891776386032042148255252873216,0.000105564146384
564,8257258861483734158836026354920100336608283,182687704666362864775460604089535377456991567872,0.000045198766258
565,44471989420494018751428078271988766607802094802865128755423922141961105465295961565031159521577160408478197000894098344779720158720363396183849586570756183686530955548716990071627721524495468385436761292144990700641588418041019922839077171707995049693472918111802629999131390063000496143640585598047907539716665552477222351703878427369,1823077425147505684853565505719355547700399569971585245436292814341774517181276032977904794757305735120649472083851964668764442454428558070967603233164865544023051052435655059013062214762447905528904581431800959172490768971289208489330057268032432283309097348745905276287341195449699521008522680657205797358231134211088256337186042022985728,0.000024393911530
566,-10659989850177592333110801337221793470568990179760747754273824519497618071484716225973144043892209275985459499,19239260838083241802870625048898248928261591440656956380834127638791856333738872368854622194768025215237611323392,-0.000554074812951
567,-10415494473768905818848926934122718827913797301837018503366012468045690751568373100471476608065107711636148687750447088390320504894256305259823972388396208863760381111846262651445164470862236059601574323249533914746004552565259677079294482708093607379441010212824312558862660402281465751934095569137557321137248730595467084612859300153035,58338477604720181915314096183019377526412786239090727853961370058936784549800833055292953432233783523860783106683262869400462158541713858270963303461275697408737633677940961888417990872398332976924946605817630693519704607081254671658561832577037833065891115159868968841194918254390384672272725781030585515463396294754824202789953344735543296,-0.000178535589227
568,661233165374824903,4722366482869645213696,0.000140021569222
569,-274381784011776334299162676418289237003670813692266931399479395676662462100286807331375186495468762697448712085261268366262129204420180327332258894921301680641786015972728456235542867755533723493553157455682841844375266824362813391087887040779665282784519113521573039707446819355681669365969442869191082807358473419949270282372264042422591,466707820837761455322512769464155020211302289912725822831690960471494276398406664442343627457870268190886264853466102955203697268333710866167706427690205579269901069423527695107343926979186663815399572846541045548157636856650037373268494660616302664527128921278951750729559346035123077378181806248244684123707170358038593622319626757884346368,-0.000587909119498
570,-2645677118978146392854167541609683856563274517157989341249668314301841727434970742905015505680382293039735259,76957043352332967211482500195592995713046365762627825523336510555167425334955489475418488779072100860950445293568,-0.000034378622199
571,2852501609281161086713360300665462251826930502117446490369327253770490373418331966059522915649731393090290635204098639810641068165781640425250241193190683568092761747504906076594602293554265014313817567730248774841340699961376521595025504343620642474007434746386170677041008477186357548459453641393063405744027709110329319929835586624676281,7467325133404183285160204311426480323380836638603613165307055367543908422374506631077498039325924291054180237655457647283259156293339373858683302843043289268318417110776443121717502831666986621046393165544656728770522189706400597972295914569860842632434062740463228011672949536561969238050908899971914945979314725728617497957114028126149541888,0.000381997778096
572,-181037658371757810772860960023633478310856715,730750818665451459101842416358141509827966271488,-0.000247741985021
573,-9915278795494987008554508295992710069908973568350686267397660008790285784968302340716219013014807431062215305911567916445447294658171310235567377711803379007861519327481348684368189551278731582679369078652510760365296075374931283590003727262867024969503414635293920109472102964592278649457914752122896738308469759250096724319496289948089501,59738601067233466281281634491411842587046693108828905322456442940351267378996053048619984314607394328433441901243661178266073250346714990869466422744346314146547336886211544973740022653335892968371145324357253830164177517651204783778367316558886741059472501923705824093383596292495753904407271199775319567834517805828939983656912225009196335104,-0.000165977753385
574,33325578024615282684655959862944093909714474262682572849105771207390007428523978716202787788999170833689264995,76957043352332967211482500195592995713046365762627825523336510555167425334955489475418488779072100860950445293568,0.000433041299054
575,-495019691615007459591229966524508358023047691491856392565659127469085588190557473573224285081217051532068839834963797530840159624997664129192303881011569807394517900403301918819194514567504374862570262040143059166935961195271010867646087762334729637707971800847274011657580609886554045749902245168750715337593064972924100852018386626445878415,15293081873211767368008098429801431702283953435860199762548849392729924449022989580446715984539492948078961126718377261636114752088759037662583404222552656421516118242870155513277445799253988599903013203035456980522029444518708424647262033039075005711224960492468690967906200650878912999528261427142481809365636558292208635816169529602354261786624,-0.000032368864282
576,0,1,0.000000000000000
577,27849311188908561262620209094422908041433160715044723608984544325534243077680971401551752979803173054176793795371855655432730621056262528255175209101400081120999638235894993198698571879115227270712929465314935294084511286047055141390180001534724525720773455743253619841617196395756169330262485624281413571131397014095496627854917033969045633041,122344654985694138944064787438411453618271627486881598100390795141839395592183916643573727876315943584631689013747018093088918016710072301300667233780421251372128945942961244106219566394031908799224105624283655844176235556149667397178096264312600045689799683939749527743249605207031303996226091417139854474925092466337669086529356236818834094292992,0.000227629978540
578,234099358460341712437976265400911004269306316074233364216199708457957170748704357204370091033137874378264167961,39402006196394479212279040100143613805079739270465446667948293404245721771497210611414266254884915640806627990306816,0.000005941305559
579,-80478002042389439233798978399049443519489175908974949767485398741805594763116986759987663029508419685321473950808148693513182989919497156330704819177363408348124611997972395398964274251675147009859455757719386084305467939687607652335508185075429604316442455189956097060545069720086192280748613586751150439245671849195923605051851127120684917681,1957514479771106223105036599014583257892346039790105569606252722269430329474942666297179646021055097354107024219952289489422688267361156820810675740486740021954063135087379905699513062304510540787585689988538493506819768898394678354849540229001600731036794943035992443891993683312500863939617462674237671598801479461402705384469699789101345508687872,-0.000041112340611
580,-524712592373670288377337001378638192592974657,23384026197294446691258957323460528314494920687616,-0.000022438932797
581,-330126916307440845019832398206178412024250899290080723007776995702091800751047066701436957590167406586929619470662836805490002399839824993030144976064666673231344685989663434324917077067925631241264610595906277793350946409843638504311007006398002029669628442408806272937855119301626083690728860379436315946485734360341436058875874966032128668687,15660115838168849784840292792116666063138768318320844556850021778155442635799541330377437168168440778832856193759618315915381506138889254566485405923893920175632505080699039245596104498436084326300685519908307948054558151187157426838796321832012805848294359544287939551135949466500006911516939701393901372790411835691221643075757598312810764069502976,-0.000021080745489
582,10858851250355499013006921530091244159309448632423599657126930138335326318153574644524199845630871944194501118073,157608024785577916849116160400574455220318957081861786671793173616982887085988842445657065019539662563226511961227264,0.000068897832234
583,71937387886585669418091404314596764392237727630904455775658414053423827569795123221456790653599623109793010410675764861225960541847364551925865398720756579658612722012988180837088757866339671697385803619067541907995415179194250445794677861156872534382149091047785501966110102921746291549266822812654974247896771570848417405890393101312274845252387,501123706821403193114889369347733314020440586186267025819200696900974164345585322572077989381390104922651398200307786109292208196444456146127532989564605445620240162582369255859075343949954698441621936637065854337745860837989037658841482298624409787145419505417214065636350382928000221168542070444604843929293178742119092578424243146009944450224095232,0.000143552154702
584,-69943373982573799679,151115727451828646838272,-0.000462846423479
585,-229968932201530381230789814086998100266461226142015758206122560893466367269949590121675610030819193791910640442607113592892663332105224657074930290467953119562175077932652959543361743882780107291315018234566861804297011918900074043624719003869886126881615853722037103631793103271618746787499481263448963588961243166413972189268966631694312863122961,4008989654571225544919114954781866512163524689490136206553605575207793314764682580576623915051120839381211185602462288874337665571555649169020263916516843564961921300658954046872602751599637587532975493096526834701966886703912301270731858388995278297163356043337712525090803063424001769348336563556838751434345429936952740627393945168079555601792761856,-0.000057363313956
586,18020370536603638580770676052845487649945946856722762557592865090227254940290515776951483437206703391209670548423,315216049571155833698232320801148910440637914163723573343586347233965774171977684891314130039079325126453023922454528,0.000057168315386
587,-13762298079506729993492331568539345201094250140491007738339493500074722465422773508239378954570781770359384611674792753546295991606196039229407148152556978521736109606827335757231930008054822743980466868429299002643702235709713254706106680116553008499611751078547902585761001624140353311502519143446354716056485868975512204676809872054962537702723213,64143834473139608718705839276509864194616395031842179304857689203324693036234921289225982640817933430099378969639396621989402649144890386704324222664269497039390740810543264749961644025594201400527607889544429355231470187262596820331709734223924452754613696693403400401452849014784028309573385016909420022949526878991243850038303122689272889628684189696,-0.000214553716543
588,32164891268196684039966006007840259865977130323,93536104789177786765035829293842113257979682750464,0.000343876745142
589,107092723072654991811629233465936186263980835229409635624635576739183275532874787704503480155863917679291987750780115975615421672108674384790147683186251203354034747245635539625471918077954967228974743473745871136131606539627069860252709478683867895605824374151022247428354093912000017771021542778545186225878636619087420802499958490377457255121252921,513150675785116869749646714212078913556931160254737434438861513626597544289879370313807861126543467440795031757115172975915221193159123093634593781314155976315125926484346117999693152204753611204220863116355434841851761498100774562653677873791395622036909573547227203211622792118272226476587080135275360183596215031929950800306424981514183117029473517568,0.000208696447508
590,-897562306172846805905000719231098049449717295539081891055638988920895270541769010810834996794125997077658873833091,5043456793138493339171717132818382567050206626619577173497381555743452386751642958261026080625269202023248382759272448,-0.000177965697534
591,-3643198790176292942565681752094148941515847401759456476867863463250911095862812454670180683747312055054437347139726878631242884168986452833951995381192072990743423277772620388568198943326834526356299820265425049009206327398310839660704626103874223752603597532150184561601819645588286046425197978681440397761507047220649138024586640340104925866956812689,32841643250247479663977389709573050467643594256303195804087136872102242834552279700083703112098781916210882032455371070458574156362183877992614002004105982484168059294998151551980361741104231117070135239446747829878512735878449572009835383922649319810362212707022541005543858695569422494501573128657623051750157762043516851219611198816907719489886305124352,-0.000110932292955
592,13159185,274877906944,0.000047872836149
593,-25754452261669479090333929668692100297975843436403321211427918424871786827477770779052533838035307668012319254053741496324256043463074647490016227201084279042041539885874571771792912487733371672744709425862940351475576698572472114510739875605303096258016510085865261417509707022247647662126297989161348793946111384676669315029093887428075296006518832345,262733146001979837311819117676584403741148754050425566432697094976817942676418237600669624896790255329687056259642968563668593250897471023940912016032847859873344474359985212415842893928833848936561081915573982639028101887027596576078683071381194558482897701656180328044350869564555379956012585029260984414001262096348134809756889590535261755919090440994816,-0.000098025135593
594,-2044249063293440900051470925842090729636242281771019275704878448627318093234950529577966568465338136671008472499071,20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037089792,-0.000101331742649
595,29053812941346835946177908328972271496464110754619996929752393912104481932191951937925796837086506905886004985452562896354141491288336691990664889521068901660912169357032019677943341711518724882590057343720570945985894538288373387114139169786385821181112353092042505484711364565445722565151663245772989167391961086550881048625141495250831277536284124149,4203730336031677396989105882825350459858380064806809062923153519629087082822691801610713998348644085274992900154287497018697492014359536383054592256525565757973511589759763398653486302861341582984977310649183722224449630192441545217258929142099112935726363226498885248709613913032886079296201360468175750624020193541570156956110233448564188094705447055917056,0.000006911435944
596,-19575093507409923146507620553995442111947988709,374144419156711147060143317175368453031918731001856,-0.000052319619123
597,-7102045385385385008685605759143270190263773979453668917119021230332282971943265463171121532634617355449392802477051037526267124177452237498481159765916504616181751895296321989604290671110717503524029752867122673925681872385585587417124170208424353433793079599253873228254137832163983447231245253834754249053174871051899009106449227223344693476209156443565,33629842688253419175912847062602803678867040518454472503385228157032696662581534412885711986789152682199943201234299976149579936114876291064436738052204526063788092718078107189227890422890732663879818485193469777795597041539532361738071433136792903485810905811991081989676911304263088634369610883745406004992161548332561255648881867588513504757643576447336448,-0.000211182831012
598,519070116685012220936445101296846580858722936107551155259281926543545565653871192895388021720113645112849038834171,20173827172553973356686868531273530268200826506478308693989526222973809547006571833044104322501076808092993531037089792,0.000025729878235
599,10208522566955430960347045588544812325634556921826146406479586512956347396422865554929822600762970423332300967436679014940694410255206840762612071226390260963700107465749773880583990877606181059293890420507481912997132547760814977333838223973387567689351965211886286641967328923819812836210936048731182173416907203296845097804533192029571114791762862828195,1076154966024109413629211106003289717723745296590543120108327301025046293202609101212342783577252885830398182439497599236786557955676041314061975617670544834041218966978499430055292493532503445244154191526191032889459105329265035575618285860377372911545948985983714623669661161736418836299827548279852992159749169546641960180764219762832432152244594446314766336,0.000009486108311
600,-66952907197316510435,604462909807314587353088,-0.000110764293575
